case_idx,case_id,molecule_id,conformer_id,heavy_atom_count,status,evaluator_decision,evaluator_relation,evaluator_reason,reason_family,exact_smiles,stereo_equivalent,diagnostic_error,charge_consistent,radical_consistent,runtime_ms,error,reference_smiles,predicted_smiles,xyz,source_conformer_count,relativeenergy_kcal_mol
137358,geom-drugs-04c882e7f03329b3-c0,04c882e7f03329b3,0,31,ok,inconclusive,none,Inconclusive: bounded resonance search reached its configured limit.,sulfoxide_neutral_vs_charge_separated,False,False,,True,True,255.36814900260651,,CCOC(=O)N1CCC(NC(=O)CS(=O)Cc2nc(-c3ccc(C)cc3)oc2C)CC1,CCOC(=O)N1CCC(NC(=O)C[S@+]([O-])Cc2nc(-c3ccc(C)cc3)oc2C)CC1,"60
GEOM DRUGS CCOC(=O)N1CCC(NC(=O)CS(=O)Cc2nc(-c3ccc(C)cc3)oc2C)CC1 conformer 0
C -6.0343269263 -0.3213928806 2.2445313137
C -4.8467291939 0.4944291546 1.7531247147
H -5.0744597352 0.9357806612 0.7777948334
H -4.5850680895 1.2784296291 2.4674458285
O -3.6723873836 -0.3036382614 1.6393577628
C -3.5597484504 -1.0293459987 0.5009083293
O -4.3389420593 -0.9474887952 -0.4242372184
N -2.5047387948 -1.8677479091 0.5282097165
C -1.5053339490 -1.8957736086 1.5726623346
H -1.8622224981 -1.3154008652 2.4217338250
C -0.1853224675 -1.3348379790 1.0464102800
H 0.5868173128 -1.3884733188 1.8146958655
H -0.3290186608 -0.2871695940 0.7715080967
C 0.2615594210 -2.1187818548 -0.1898755321
N 1.4914502299 -1.5662005874 -0.7064436277
C 2.6174466110 -2.2867820697 -0.8529689878
O 2.6895130443 -3.4899874910 -0.7221594734
C 3.8087125038 -1.4150063702 -1.1921877750
H 4.6073976857 -2.0040654809 -1.6366587027
H 3.5180149552 -0.5885211354 -1.8330765673
S 4.4964738201 -0.7512389964 0.4175137983
O 3.4101827543 -0.7700460185 1.3938662805
C 4.5806006361 1.0584174645 -0.1399466768
C 3.2387540642 1.6282727555 0.0441511050
C 2.7552968813 2.3251054951 1.1195224773
O 1.4365046365 2.5418062991 0.9063044685
C 1.1562517553 1.9541369654 -0.2733211100
N 2.2021221612 1.3929485666 -0.8197967644
C -0.1911172708 1.9377945304 -0.7934032920
C -1.2553874320 2.4159991097 -0.0283287447
C -2.5422031832 2.3548648071 -0.5203737736
C -2.8077298119 1.8148890186 -1.7754853255
C -1.7385636678 1.3521949831 -2.5375648433
C -0.4452594286 1.4106056476 -2.0604099958
H 0.3826683031 1.0532880950 -2.6534316493
H -1.9280066703 0.9346202070 -3.5158452401
C -4.2098132410 1.6917636321 -2.2731149305
H -4.2425974889 1.6831032388 -3.3596470041
H -4.8323096329 2.5025951239 -1.9010706183
H -4.6238884344 0.7483701916 -1.9121617433
H -3.3584310098 2.7293716846 0.0801254829
H -1.0622187587 2.8252239339 0.9519438245
C 3.3904744066 2.8131636895 2.3664275211
H 2.7151080109 3.4964197932 2.8740900442
H 3.6043067663 1.9720390997 3.0256653197
H 4.3253736184 3.3252172991 2.1458496093
H 4.9227355576 1.0763631693 -1.1696466888
H 5.3023150700 1.5441843883 0.5127155077
H 1.5445750278 -0.5584535882 -0.7971619814
C -0.8447488838 -2.0889554956 -1.2496093617
H -0.5549911432 -2.6982361426 -2.1060156241
C -2.1498832524 -2.6178969292 -0.6566872135
H -2.9691459588 -2.5210778550 -1.3703916791
H -2.0345182014 -3.6713420699 -0.3793716449
H -0.9921511332 -1.0608018384 -1.5855757481
H 0.4829203946 -3.1574099390 0.0822530181
H -1.3657765078 -2.9372980637 1.8842155379
H -6.8945118339 0.3283581215 2.3790980474
H -6.2804571351 -1.0869239761 1.5128675277
H -5.7971604989 -0.8004744343 3.1914481221
",180,0.0
137368,geom-drugs-3e82b17b33b97f2e-c0,3e82b17b33b97f2e,0,26,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,suspected_tautomer_protomer,False,False,,True,True,47.09511999681126,,Nc1ccccc1N=Cc1c(O)n(CCC2=CCCCC2)c(=O)[nH]c1=O,Nc1ccccc1NC=C1C(=O)NC(=O)N(CCC2=CCCCC2)C1=O,"48
GEOM DRUGS Nc1ccccc1N=Cc1c(O)n(CCC2=CCCCC2)c(=O)[nH]c1=O conformer 0
N -2.9127754578 -1.5731862395 1.3515150878
C -3.6395295086 -0.5617502196 0.7645457398
C -5.0201467160 -0.7022508453 0.6166495246
C -5.7749908017 0.2537955948 -0.0311728193
C -5.1669391472 1.3872828250 -0.5479646402
C -3.8021488091 1.5498265567 -0.4182584236
C -3.0261490258 0.5891951041 0.2237217185
N -1.6495117960 0.7211933980 0.3648985734
C -0.8168220902 1.6009173145 -0.1537699260
C 0.5510762660 1.5460884356 0.0745894121
C 1.1302025800 0.4959073250 0.8755033828
O 0.4526867556 -0.3385935164 1.4865783741
N 2.5069728016 0.4540146337 0.9595179556
C 3.3540787378 1.3755126021 0.3750300067
O 4.5567378619 1.3002284801 0.4590061248
N 2.7384604361 2.3997217743 -0.3002382197
C 1.3827109599 2.5528249172 -0.5515524973
O 0.9852597312 3.4707896088 -1.2389207190
H 3.3579060061 3.0836390988 -0.7201489580
C 3.1247129818 -0.7329931142 1.5289332414
H 4.0401571880 -0.4301570562 2.0385906689
H 2.4168829809 -1.1578358388 2.2410434730
C 3.4478702984 -1.7387874431 0.4094059653
C 2.2169130603 -2.0421556071 -0.4006224536
C 1.9048408724 -1.3245174782 -1.4729772878
C 0.6577185516 -1.5043139162 -2.2823888686
C -0.3746426582 -2.3547702047 -1.5479962268
C 0.3067799136 -3.5713734875 -0.9334509884
C 1.3096512747 -3.1185063745 0.1234407815
H 1.9063796538 -3.9681052826 0.4652235207
H 0.7735882709 -2.7228766899 0.9918768740
H 0.8284030751 -4.1265946448 -1.7160124137
H -0.4342966817 -4.2349619676 -0.4835101283
H -1.1635628126 -2.6626280806 -2.2368580619
H -0.8356357458 -1.7679017524 -0.7523773444
H 0.2388998112 -0.5223601851 -2.5228260597
H 0.9218207331 -1.9792786350 -3.2338182432
H 2.5855927828 -0.5613266022 -1.8310259483
H 4.2198057137 -1.3010508128 -0.2257939150
H 3.8454118036 -2.6452154893 0.8675480995
H -1.1838865250 2.3925090088 -0.7938407261
H -1.1468303180 0.0227443143 0.9319299737
H -3.3309171597 2.4346209619 -0.8154864640
H -5.7531351249 2.1414571447 -1.0484518104
H -6.8411364196 0.1180810727 -0.1278899710
H -5.4955974973 -1.5839877429 1.0215550015
H -2.0180217969 -1.3702121103 1.7671551474
H -3.4519505246 -2.2598965264 1.8523531211
",53,0.0
137411,geom-drugs-6c6b7762714d5734-c0,6c6b7762714d5734,0,18,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,Not equivalent: non-metal connectivity differs.,False,False,,True,True,18.825013998139184,,Nc1cc(N)nc(SCC(=O)c2ccccc2)n1,[H]N=c1cc(N)nc2n1[C@](O)(c1ccccc1)CS2,"30
GEOM DRUGS Nc1cc(N)nc(SCC(=O)c2ccccc2)n1 conformer 0
N -4.0908106852 -1.4168609906 1.0394045836
C -2.9574625492 -0.9805532531 0.4315312970
N -2.6313306849 0.3177833450 0.7235898847
C -1.5283532742 0.7618402022 0.2326157706
N -0.6770878591 0.0655776261 -0.5423825950
C -0.9571215079 -1.2533083209 -0.9190013729
C -2.1721808378 -1.7645688050 -0.3716429075
H -2.4506494684 -2.7799439992 -0.6038331352
N -0.1063975477 -1.8174350840 -1.7003426512
H -0.3471627032 -2.7718473832 -1.9387028505
H 0.7139138440 -0.4111608874 -2.4426861199
S -0.9701327834 2.3854252849 0.5419955623
C 0.4419623903 2.1895231771 -0.5908226501
C 0.5963894599 0.6898857029 -0.9104050169
O 0.8192438256 0.5580463917 -2.2687332041
C 1.7027309325 0.0685901533 -0.0628994989
C 2.9274229061 -0.2277705557 -0.6424012782
C 3.9441037664 -0.7718016332 0.1215661544
C 3.7441700665 -1.0206675604 1.4683923996
C 2.5246629962 -0.7198691355 2.0506499701
C 1.5056845633 -0.1751400277 1.2901216299
H 0.5584707026 0.0545916010 1.7576606574
H 2.3628794814 -0.9101103889 3.1013181738
H 4.5365624931 -1.4483124824 2.0647239449
H 4.8937101905 -1.0030646444 -0.3376963657
H 3.0730049810 -0.0278150410 -1.6928736271
H 0.2349984632 2.7305368788 -1.5148630218
H 1.3325612867 2.5964717254 -0.1175467951
H -4.5315976694 -2.2555636055 0.7064964807
H -4.6692693320 -0.7106072982 1.4604162623
",1,0.0
137439,geom-drugs-0098f15d5dca2389-c0,0098f15d5dca2389,0,21,ok,inconclusive,none,Inconclusive: bounded resonance search reached its configured limit.,sulfoxide_neutral_vs_charge_separated,False,False,,True,True,146.52665599714965,,Cc1ccc(S(=O)CCNC(=O)Cc2ccccc2)cc1,Cc1ccc([S@@+]([O-])CCNC(=O)Cc2ccccc2)cc1,"40
GEOM DRUGS Cc1ccc(S(=O)CCNC(=O)Cc2ccccc2)cc1 conformer 0
C -3.4945604517 -2.9489953776 -1.4598492916
C -2.9575548946 -1.7563184628 -0.7317000107
C -3.7086364152 -0.5881195884 -0.6372331426
C -3.2078734044 0.5258792894 0.0109952820
C -1.9394505582 0.4745464567 0.5630170487
C -1.1865341631 -0.6823214139 0.4989905468
C -1.6939136506 -1.7905976901 -0.1528554053
H -1.0978472840 -2.6890876542 -0.2100685642
H -0.2112891142 -0.7071294007 0.9606873114
S -1.2761995338 1.9272872745 1.4248225565
O 0.0392811678 1.5146253787 1.9415316345
C -0.9177828453 2.9213937592 -0.1170454376
H -0.3359102571 3.7735501080 0.2322142666
C -0.1602847444 2.1408022666 -1.1725380924
N 1.0838145114 1.6389951440 -0.6364702968
C 2.1168567570 1.2952880540 -1.4270103533
O 2.1288497866 1.4727479569 -2.6271488004
C 3.2655225008 0.6508053839 -0.6514507623
C 2.7652966621 -0.6007939142 0.0117550875
C 2.4621843474 -1.7167063822 -0.7610752919
C 1.9566104033 -2.8623448944 -0.1748216477
C 1.7442666290 -2.9077759339 1.1936238837
C 2.0402291900 -1.8006571167 1.9702946811
C 2.5454197604 -0.6528262246 1.3827948675
H 2.7641791561 0.2080618280 1.9980764953
H 1.8721289851 -1.8258389899 3.0368852274
H 1.3490471680 -3.8021138895 1.6531885008
H 1.7287223903 -3.7232688661 -0.7871175092
H 2.6226244651 -1.6778743319 -1.8287615054
H 3.6356227061 1.3591984030 0.0912541267
H 4.0622468277 0.4250146956 -1.3611919470
H 1.0901045919 1.4111638495 0.3527337496
H -0.7777341324 1.3089000689 -1.5418795732
H 0.0768511080 2.7785230748 -2.0326294629
H -1.8802083597 3.2613619418 -0.4915387611
H -3.7963081772 1.4284402158 0.0861934716
H -4.6956544049 -0.5530597935 -1.0749142013
H -4.5805685606 -2.9773387938 -1.4142278100
H -3.0966217452 -3.8700285691 -1.0411033739
H -3.2020228011 -2.9028926139 -2.5093439746
",184,0.0
137599,geom-drugs-aac585b5cc360247-c0,aac585b5cc360247,0,20,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,suspected_tautomer_protomer,False,False,,True,True,16.915027001232374,,Oc1oc(-c2ccccc2)nc1C=Nc1ccccc1,O=C1OC(c2ccccc2)=NC1=CNc1ccccc1,"32
GEOM DRUGS Oc1oc(-c2ccccc2)nc1C=Nc1ccccc1 conformer 0
O -0.4339927805 -2.3120487385 0.0005931811
C 0.3070927840 -1.3498073659 -0.0004529746
C -0.0143527577 0.0716816697 -0.0021053290
N 1.1701609153 0.7729948754 -0.0026436943
C 2.1078541200 -0.1100883897 -0.0009376126
C 3.5267512175 0.1535100333 -0.0001851616
C 4.4455255811 -0.8965311390 0.0019346952
C 5.7999735477 -0.6249547059 0.0027362679
C 6.2483515654 0.6865239318 0.0014268588
C 5.3374624386 1.7330246989 -0.0005829490
C 3.9820219920 1.4737099774 -0.0014117736
H 3.2551228660 2.2701127332 -0.0028746553
H 5.6902222530 2.7537369999 -0.0015300468
H 7.3083028688 0.8938131759 0.0019320384
H 6.5105094231 -1.4383004250 0.0040179679
H 4.0859787622 -1.9140313631 0.0026553233
O 1.6679358636 -1.4158756525 0.0006565269
C -1.2800300623 0.5876327896 -0.0024660017
N -2.3426075566 -0.2239588526 -0.0013858638
C -3.6890698192 0.1024431492 -0.0004267415
C -4.6091316524 -0.9484085081 -0.0016146399
C -5.9648437593 -0.6903184681 -0.0004811441
C -6.4263616188 0.6167402197 0.0019743304
C -5.5182662092 1.6622293321 0.0031397718
C -4.1581397729 1.4157607119 0.0019587686
H -3.4694063073 2.2455291643 0.0030722323
H -5.8708804923 2.6827723634 0.0050559011
H -7.4862930003 0.8186093101 0.0030470915
H -6.6652282769 -1.5117875371 -0.0011561832
H -4.2451766293 -1.9656109791 -0.0033191685
H -1.4254830044 1.6575810748 -0.0037203762
H -2.1120507832 -1.2201943666 -0.0008875510
",1,0.0
137623,geom-drugs-2864e686dba6b446-c0,2864e686dba6b446,0,24,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,suspected_tautomer_protomer,False,False,,True,True,103.80942700430751,,CC1CCc2sc(C(=O)N=Nc3c(O)[nH]c4ccccc34)cc2C1,C[C@H]1CCc2sc(C(=O)NN=C3C(=O)Nc4ccccc43)cc2C1,"41
GEOM DRUGS CC1CCc2sc(C(=O)N=Nc3c(O)[nH]c4ccccc34)cc2C1 conformer 0
C -6.9667756103 -1.1403375002 0.1288005601
H -7.1925533504 -1.0458194996 -0.9314346599
H -7.3186566602 -2.1117491404 0.4684874695
C -5.4672698503 -0.9968665702 0.3687847801
C -4.6793472103 -2.0552777597 -0.4072452906
C -3.2038488903 -2.0352552999 -0.0042253107
C -2.6977094304 -0.6358444398 -0.0197862299
C -3.4919709004 0.4792143501 -0.0228161392
C -2.7392095405 1.6658089802 -0.0233066286
C -1.3812271505 1.4513717703 -0.0170147188
C -0.3932773105 2.5109636103 -0.0139707182
O -0.6690318706 3.6940954303 -0.0180894475
N 0.9434463895 2.1313029904 -0.0065166385
N 1.3079308596 0.8680947304 -0.0014699293
C 2.5433253096 0.5172383305 0.0047454504
C 3.7461468995 1.4045159105 0.0066672108
N 4.8289002596 0.5682441106 0.0120672503
C 4.4433910396 -0.7651420294 0.0143429695
C 5.2228773297 -1.9022021994 0.0194917488
C 4.5700060198 -3.1294188094 0.0207650481
C 3.1851010798 -3.2126182195 0.0173353581
C 2.4003317397 -2.0688840895 0.0121205489
C 3.0376048997 -0.8408967695 0.0103522995
H 1.3234285997 -2.1174052296 0.0093983589
H 2.7132340299 -4.1832867295 0.0186334376
H 5.1571100498 -4.0354811994 0.0248757775
H 6.3005633297 -1.8447617893 0.0226029787
H 5.7841772295 0.8891593007 0.0150799704
O 3.7833185694 2.6202084905 0.0039345816
H 1.6401804394 2.8821273504 -0.0052166381
S -1.0141194004 -0.2440975697 -0.0116882098
H -3.1586870706 2.6559444102 -0.0265636979
C -4.9862875804 0.3981095301 -0.0417883292
H -5.4048322404 1.1555397196 0.6245723813
H -5.3421936905 0.6217350306 -1.0529898690
H -2.6114434103 -2.6598571694 -0.6766852011
H -3.0903707002 -2.4477060605 1.0042509790
H -5.0958471802 -3.0458625899 -0.2170630012
H -4.7674103604 -1.8521636491 -1.4765686605
H -5.2665500102 -1.1330498108 1.4373761700
H -7.5150385803 -0.3701149205 0.6664127606
",10,0.0
137635,geom-drugs-3db4aca9cd0fcd1a-c7,3db4aca9cd0fcd1a,7,23,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,suspected_tautomer_protomer,False,False,,True,True,40.22889699990628,,COc1ccc(NC(=S)N=Nc2c(O)[nH]c3ccccc23)cc1,COc1ccc(NC(=S)NN=C2C(=O)Nc3ccccc32)cc1,"37
GEOM DRUGS COc1ccc(NC(=S)N=Nc2c(O)[nH]c3ccccc23)cc1 conformer 7
C -7.5271666395 -0.9218839705 -0.0102426302
H -8.3742458694 -1.6060911206 -0.0161993501
O -6.3800179293 -1.7370227303 -0.0078316201
C -5.1578652194 -1.1386292401 -0.0025913802
C -4.0574795193 -1.9998800099 -0.0031147000
C -2.7779682494 -1.4971853996 0.0014288399
C -2.5531040996 -0.1177110496 0.0065186995
C -3.6468341598 0.7388036002 0.0077943894
C -4.9351127897 0.2334204500 0.0031318395
H -5.7577689598 0.9301536698 0.0039829193
H -3.4981797799 1.8048365602 0.0122322591
N -1.2257869097 0.3044275806 0.0104969894
C -0.6602845299 1.5240825507 0.0053311892
N 0.7170480301 1.4917287710 0.0047347292
N 1.3706969803 0.3442160911 0.0060234194
C 2.6614772103 0.3234806513 0.0021630594
C 3.5827041001 1.4939818315 -0.0047932509
N 4.8499275802 0.9769876517 -0.0085842508
C 4.8317242304 -0.4093515683 -0.0046498505
C 5.8858617206 -1.2977810182 -0.0068138803
C 5.5855096208 -2.6545932282 -0.0017812000
C 4.2729486509 -3.1039752684 0.0052635502
C 3.2125094007 -2.2106730086 0.0073743000
C 3.4950451805 -0.8554645686 0.0023016097
H 2.1906288608 -2.5548560788 0.0128220001
H 4.0761116511 -4.1651267485 0.0091239704
H 6.3926900609 -3.3713600381 -0.0033762198
H 6.9087453905 -0.9539089080 -0.0122744503
H 5.6851425701 1.5405885018 -0.0138979309
O 3.2933556899 2.6766485614 -0.0070411711
H 1.2155265200 2.3854846810 0.0006378089
S -1.3746972902 3.0101081806 -0.0002858412
H -0.5334431796 -0.4428623893 0.0121438196
H -1.9362102393 -2.1752501695 0.0008277200
H -4.2372209491 -3.0629890899 -0.0073540498
H -7.5759949296 -0.2939335503 0.8850445396
H -7.5680251396 -0.2881901507 -0.9018547704
",10,0.0
137710,geom-drugs-3bf280e1e5a2fa90-c0,3bf280e1e5a2fa90,0,22,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,Not equivalent: non-metal connectivity differs.,False,False,,True,True,57.919206003134605,,Cc1ccc2c(c1)=C/C(=C\c1c(O)[nH]c(=O)[nH]c1=O)C(=O)N=2,Cc1ccc2nc3c(cc2c1)C=C1C(=O)NC(=O)N[C@]1(O)O3,"33
GEOM DRUGS Cc1ccc2c(c1)=C/C(=C\c1c(O)[nH]c(=O)[nH]c1=O)C(=O)N=2 conformer 0
C -6.6129147191 -0.8580789297 0.0686162589
C -5.2220432892 -0.3054903803 0.0776356406
C -4.1208607134 -1.1204019132 0.0321348079
C -2.8175283930 -0.5837670862 0.0419841340
C -1.6574619936 -1.3766577209 0.0075781048
C -0.4170716537 -0.7772415670 0.0109588465
C 0.8274645553 -1.4916443548 0.0524380027
C 1.9887295425 -0.8287966978 -0.0722666046
C 1.9646773771 0.6434021974 -0.3864962103
N 3.0702482931 1.3012974224 0.2550427490
C 4.3094327642 0.7482548656 0.3925702044
O 5.2877063825 1.3799732092 0.6975130388
N 4.3583214404 -0.6229026673 0.1837482428
C 3.2969727455 -1.4895069265 0.0402174071
O 3.4550320849 -2.6876538300 0.0343370591
H 5.2756394161 -1.0429763079 0.2850383142
H 3.0122953368 2.3042340550 0.3600286984
O 2.0305320289 0.7639518769 -1.7769669159
H 1.9396388710 1.6919389235 -2.0337557183
H 0.8311998378 -2.5572265999 0.2300674946
C -0.3732890255 0.6516380037 0.0504747337
O 0.8147420897 1.3089217658 0.0864130263
N -1.4271543248 1.4079173013 0.1036268188
C -2.6460921835 0.8280745353 0.1000588429
C -3.7883086314 1.6491492980 0.1464597810
C -5.0363633887 1.0921954589 0.1352037179
H -5.9102770716 1.7267315239 0.1710903220
H -3.6439561621 2.7166500867 0.1901481154
H -1.7375237796 -2.4544461705 -0.0241007949
H -4.2351315065 -2.1944942392 -0.0118613149
H -7.1425874678 -0.5595124027 0.9723956140
H -6.6030775102 -1.9432030792 0.0126866973
H -7.1677443893 -0.4688388829 -0.7840257087
",2,0.0
137779,geom-drugs-9435872895f0905c-c0,9435872895f0905c,0,25,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,suspected_tautomer_protomer,False,False,,True,True,66.87328800035175,,CCC(=Nc1ccccc1O)C1=C(O)CC(c2ccccc2)CC1=O,CCC(Nc1ccccc1O)=C1C(=O)CC(c2ccccc2)CC1=O,"46
GEOM DRUGS CCC(=Nc1ccccc1O)C1=C(O)CC(c2ccccc2)CC1=O conformer 0
C -0.1202544570 -0.8442616230 -2.2040399839
H 0.9403258143 -0.6957659312 -2.0226257258
H -0.4742684887 -1.6526063950 -1.5665272853
H -0.2546240514 -1.1381178219 -3.2412905212
C -0.9063788743 0.4437368601 -1.9312562877
C -0.7695506149 0.8136048059 -0.4906461397
N -1.8128299376 0.6606280166 0.3150733109
C -3.1095765559 0.1888630700 0.0396868368
C -3.9440680533 0.8105147739 -0.8817593234
C -5.2237518176 0.3351793876 -1.0985517443
C -5.6821670422 -0.7605258659 -0.3855037281
C -4.8729673263 -1.3693253161 0.5538698528
C -3.5846773980 -0.9001678628 0.7857648744
O -2.8300404195 -1.5304012890 1.7178752491
H -1.9833986024 -1.0808507910 1.8531506779
H -5.2163560135 -2.2151197838 1.1275322305
H -6.6792071086 -1.1369573300 -0.5538887470
H -5.8618650676 0.8239048974 -1.8179676257
H -3.5858695663 1.6806321660 -1.4113286566
C 0.4678846772 1.2034678227 0.0707920704
C 0.6618945464 1.0806953057 1.4930173936
O -0.2525769015 0.7974450820 2.2869210434
H -1.5546927488 0.7850183342 1.3164432123
C 2.0484187780 1.2398535158 2.0708270579
C 3.1632378295 1.1126251960 1.0444362277
C 3.3463395064 -0.2755342201 0.4725177190
C 2.4260143067 -1.3008202356 0.6394844666
C 2.6275949259 -2.5360653217 0.0459841244
C 3.7534981591 -2.7678631420 -0.7221707060
C 4.6862332937 -1.7574440842 -0.8844249485
C 4.4828992679 -0.5265206795 -0.2905725853
H 5.2186811820 0.2549097004 -0.4187922934
H 5.5739739031 -1.9290018801 -1.4752882150
H 3.9062140432 -3.7300509311 -1.1877511637
H 1.8974137636 -3.3198977289 0.1859702881
H 1.5407404265 -1.1529931641 1.2380185324
C 2.8315744439 2.0913593134 -0.0822415703
C 1.5407602384 1.7070203950 -0.7798053236
O 1.4406056179 1.8907319814 -1.9807349998
H 2.7142372686 3.1005035321 0.3240694379
H 3.6168490609 2.1252577308 -0.8387320169
H 4.1100202509 1.4129990134 1.5097636973
H 2.0878003860 2.2382361680 2.5199660730
H 2.1576668684 0.5236283620 2.8887342516
H -1.9534441672 0.2782000965 -2.1806314525
H -0.4998096246 1.2408968156 -2.5529446246
",78,0.0
137788,geom-drugs-f672a8ee41fd03fe-c0,f672a8ee41fd03fe,0,30,ok,not_equivalent,none,Not equivalent: non-metal connectivity differs.,Not equivalent: non-metal connectivity differs.,False,False,,True,True,38.79999899800168,,CCc1c(O)nc(SCC(=O)Nc2nc3ccccc3s2)n(C2CCCCC2)c1=O,CCC1=C([O-])N2C(=[S+]C[C@]2(O)Nc2nc3ccccc3s2)N(C2CCCCC2)C1=O,"54
GEOM DRUGS CCc1c(O)nc(SCC(=O)Nc2nc3ccccc3s2)n(C2CCCCC2)c1=O conformer 0
C -0.3831164062 -1.6175102150 3.9662287977
H 0.1290040982 -0.6586590465 4.0007756833
H -1.3892971657 -1.4654635888 3.5811132326
H -0.4541644432 -2.0116566430 4.9770024950
C 0.3853351164 -2.5902155150 3.0714565421
C 0.4956864850 -2.0628018273 1.6641429826
C -0.4718758207 -2.4353036826 0.7406656661
N -0.2932436373 -1.8500232742 -0.5669548082
C 0.6851557371 -1.0119624106 -0.8671392547
N 1.6029601468 -0.6658931371 0.0044441588
C 1.5593092896 -1.1839669203 1.3763056678
O 2.4382340483 -0.8286933581 2.1364417040
C 2.6546881456 0.2737105615 -0.3810198358
C 4.0393223754 -0.3666608413 -0.3018470878
C 5.0806664660 0.6252499310 -0.8118308871
C 5.0325132498 1.9161823043 0.0001395034
C 3.6392689614 2.5354100933 -0.0593488934
C 2.6005481656 1.5474388108 0.4615521132
H 2.8180861216 1.2965062509 1.4992900846
H 1.5982140208 1.9784203774 0.4130846778
H 3.6087791013 3.4449877898 0.5423315294
H 3.4036201185 2.8067266128 -1.0916193691
H 5.2829147181 1.6964936748 1.0393592295
H 5.7705533821 2.6229943017 -0.3833872654
H 6.0730437538 0.1776823427 -0.7411052720
H 4.8868496828 0.8480772887 -1.8641211583
H 4.2496983564 -0.6280633288 0.7349973900
H 4.0575018266 -1.2791565033 -0.9019740114
H 2.4532008382 0.5390958195 -1.4281965326
S 0.6481126904 -0.4839153379 -2.5275458722
C -0.8998125476 -1.3678776913 -2.8537948118
C -1.3910386218 -1.9879145234 -1.5353659146
O -1.7141018357 -3.2975551110 -1.7210040616
N -2.5461139307 -1.2703113038 -1.0121760210
C -2.4086321215 0.0062749904 -0.5689039539
N -1.4579611622 0.7932849182 -0.9181506600
C -1.5913238809 2.0332717601 -0.3559093365
C -0.7363089637 3.1093083952 -0.5587104062
C -1.0016482771 4.2994624537 0.0883856428
C -2.1056332394 4.4318949139 0.9244984049
C -2.9759520319 3.3764069889 1.1285908194
C -2.7123263193 2.1814890042 0.4864654535
S -3.6133132402 0.6859054176 0.5374838683
H -3.8366799958 3.4768425384 1.7706533354
H -2.2906857809 5.3729030553 1.4193308031
H -0.3433839442 5.1422469432 -0.0589073463
H 0.1064125440 2.9990742977 -1.2228185476
H -3.1908984920 -1.8558506840 -0.4961068861
H -1.6266596630 -0.6616256139 -3.2469104449
H -0.7168909847 -2.1649144010 -3.5733904508
O -1.4424874518 -3.1890352273 0.8672464129
H -1.8286529356 -3.6746574921 -0.8090421049
H 1.3904435145 -2.7312322536 3.4714592909
H -0.1338417037 -3.5492416543 3.0429931201
",24,0.0
